女の子,おおきい の はんたいは？
女の子,ちいさい
女の子,あつい の はんたいは？
女の子,つめたい
女の子,まえ の はんたいは？
女の子,うしろ
女の子,たつ の はんたいは？
女の子,すわる
女の子,あける の はんたいは？
女の子,しめる
女の子,すき の はんたいは？
女の子,きらい
女の子,よる の つぎは どれ？
女の子,あさ
女の子,たくさん の はんたいは？
女の子,すこし
女の子,はやい の はんたいは？
女の子,おそい
女の子,たかい の はんたいは？
女の子,ひくい
女の子,ながい の はんたいは？
女の子,みじかい
女の子,ふとい の はんたいは？
女の子,ほそい
女の子,かたい の はんたいは？
女の子,やわらかい
女の子,つよい の はんたいは？
女の子,よわい
女の子,なく の はんたいは？
女の子,わらう
女の子,おおい の はんたいは？
女の子,すくない
女の子,かるい の はんたいは？
女の子,おもい
女の子,あかるい の はんたいは？
女の子,くらい
女の子,うえ の はんたいは？
女の子,した
女の子,あたらしい の はんたいは？
女の子,ふるい
女の子,たすける の はんたいは？
女の子,じゃまを する
女の子,でかける の はんたいは？
女の子,かえる
女の子,ほめる の はんたいは？
女の子,しかる
女の子,おしえる の はんたいは？
女の子,ならう
